,pd_month,pd_date,pd_weekday,pd_time,pd_currency,pd_news,pd_impact,pd_forecast,pd_previous
0,Jun,5,Tuesday,02:50,EUR,French Services PMI,low,54.3,54.3
1,Jun,5,Tuesday,02:55,EUR,German Services PMI,med,52.1,52.1
2,Jun,5,Tuesday,03:00,EUR,Composite PMI,low,54.1,54.1
3,Jun,5,Tuesday,03:00,EUR,Services PMI,med,53.9,53.9
4,Jun,5,Tuesday,03:30,GBP,Services PMI,med,52.9,52.8
5,Jun,5,Tuesday,07:30,CAD,Labor Productivity (q/q),low,,0.2%
6,Jun,5,Tuesday,09:00,USD,ISM Non-Manufacturing,high,58.0,56.8
7,Jun,5,Tuesday,18:30,JPY,Real Household Spending (y/y),low,0.8%,-0.7%
8,Jun,5,Tuesday,20:00,NZD,ANZ Commodity Price,med,,1.0%
0,Jun,6,Wednesday,02:15,CHF,HICP (m/m),low,,0.2%
1,Jun,6,Wednesday,02:15,CHF,CPI (m/m),low,0.3%,0.2%
2,Jun,6,Wednesday,02:15,CHF,CPI (y/y),med,0.9%,0.8%
3,Jun,6,Wednesday,02:15,CHF,HICP (y/y),med,,0.4%
4,Jun,6,Wednesday,07:30,CAD,Merchandise Trade,med,,-4.14
5,Jun,6,Wednesday,07:30,USD,Trade Balance,med,-50.5B,-49.0B
6,Jun,6,Wednesday,07:30,CAD,Building Permits (m/m),med,,3.1%
7,Jun,6,Wednesday,07:30,USD,Unit Labor Costs (q/q),med,2.8%,2.7%
8,Jun,6,Wednesday,07:30,USD,Non Farm Productivity (q/q ann),low,0.7%,0.7%
9,Jun,6,Wednesday,09:00,CAD,Ivey PMI,med,,71.5
10,Jun,6,Wednesday,20:30,AUD,Trade Balance,med,"1,000.0M","1,527.0M"
0,Jun,7,Thursday,00:00,JPY,Leading Indicators Index,low,105.6,104.4
1,Jun,7,Thursday,00:45,CHF,Unemployment Rate,low,2.6%,2.7%
2,Jun,7,Thursday,01:00,EUR,German Factory orders (sa) (m/m),med,0.8%,-0.9%
3,Jun,7,Thursday,01:00,EUR,German Factory orders (nsa) (y/y),med,3.6%,3.1%
4,Jun,7,Thursday,01:45,EUR,French Trade Balance,low,,-3.84B*
5,Jun,7,Thursday,01:45,EUR,French Current Account Balance,med,,-1.3B
6,Jun,7,Thursday,02:30,GBP,Halifax House Price Index (3m y/y),low,1.9%,2.2%
7,Jun,7,Thursday,02:30,GBP,Halifax House Price Index (m/m),low,1.2%,-3.1%
8,Jun,7,Thursday,04:00,EUR,GDP (SA) (q/q),high,0.4%,0.4%
9,Jun,7,Thursday,04:00,EUR,GDP (SA) (y/y),high,2.5%,2.5%
10,Jun,7,Thursday,07:30,USD,Unemployment Claims,med,,221.0k
11,Jun,7,Thursday,14:00,USD,Consumer Credit,low,14.0B,11.62B*
12,Jun,7,Thursday,18:00,JPY,Economy Watchers Survey,med,49.3,49.0
13,Jun,7,Thursday,18:50,JPY,Bank Lending Data (Ex trusts) (y/y),low,,2.0%
14,Jun,7,Thursday,18:50,JPY,BoP Current Account Balance,med,"2,147.8B","3,122.3B"
15,Jun,7,Thursday,22:00,CNY,Chinese Trade Balance,med,32.3B,28.38B*
0,Jun,8,Friday,01:00,EUR,German Industrial Production (m/m),med,0.4%,1.0%
1,Jun,8,Friday,01:00,EUR,German Industrial Production (y/y),med,2.6%,3.2%
2,Jun,8,Friday,01:00,EUR,German Trade Balance,low,19.2B,25.2B
3,Jun,8,Friday,01:00,EUR,German Current Account (nsa),low,,29.1B
4,Jun,8,Friday,01:45,EUR,French Industrial Production (m/m),med,0.3%,-0.4%
5,Jun,8,Friday,01:45,EUR,French Manufacturing Production (m/m),med,,0.1%
6,Jun,8,Friday,01:45,EUR,French Industrial Production (y/y),med,3.0%,1.8%
7,Jun,8,Friday,01:45,EUR,French Manufacturing Production (y/y),med,,0.4%
8,Jun,8,Friday,07:30,CAD,Unemployment Rate,high,,5.8%
9,Jun,8,Friday,07:30,CAD,Capacity Utilization,med,,86.0%
10,Jun,8,Friday,09:00,USD,Wholesale Inventories (m/m),low,,0.0%
11,Jun,8,Friday,20:30,CNY,Chinese CPI (y/y),med,1.8%,1.8%
12,Jun,8,Friday,20:30,CNY,Chinese PPI (y/y),med,3.9%,3.4%
0,May,28,Monday,18:30,JPY,Unemployment Rate,med,2.5%,2.5%
0,May,29,Tuesday,03:00,EUR,M3 Money Supply (y/y),med,,3.7%
1,May,29,Tuesday,08:00,USD,S&P Case-Shiller Home Price (y/y),med,6.4%,6.76%*
2,May,29,Tuesday,09:00,USD,Consumer Confidence,high,128.0,125.6*
3,May,29,Tuesday,17:45,NZD,Building Permits (m/m),med,,13.0%*
4,May,29,Tuesday,18:50,JPY,Retail Sales (m/m),med,0.5%,-0.6%*
5,May,29,Tuesday,18:50,JPY,Retail Sales (y/y),med,1.0%,1.0%
6,May,29,Tuesday,20:30,AUD,Building approvals (m/m),high,-3.0%,3.5%*
0,May,30,Wednesday,00:00,JPY,Consumer Confidence,low,43.9,43.6
1,May,30,Wednesday,01:00,EUR,German Germany Import Price Index (m/m),low,0.8%,0.0%
2,May,30,Wednesday,01:00,EUR,German Germany Import Price Index (y/y),low,0.8%,-0.1%
3,May,30,Wednesday,01:00,EUR,German Retail Sales MoM (m/m),med,0.5%,-0.4%*
4,May,30,Wednesday,01:00,EUR,German Retail Sales YoY (y/y),med,1.6%,1.7%*
5,May,30,Wednesday,01:45,EUR,French GDP (q/q),med,0.3%,0.3%
6,May,30,Wednesday,01:45,EUR,French GDP (y/y),low,2.1%,2.1%
7,May,30,Wednesday,01:45,EUR,French Consumer Spending (m/m),med,0.2%,0.2%*
8,May,30,Wednesday,02:00,CHF,KOF leading indicator,med,104.7,103.3*
9,May,30,Wednesday,02:55,EUR,German Unemployment Rate,med,5.3%,5.3%
10,May,30,Wednesday,02:55,EUR,German Unemployment Change,med,-10.0k,-8.0k*
11,May,30,Wednesday,04:00,EUR,Consumer Confidence,med,0.2,0.2
12,May,30,Wednesday,04:00,EUR,Business Climate,med,1.29,1.39*
13,May,30,Wednesday,04:00,EUR,Economic Confidence,med,112.0,112.7
14,May,30,Wednesday,04:00,EUR,Industrial Sentiment,med,6.8,7.3*
15,May,30,Wednesday,07:00,EUR,German CPI (m/m),med,0.3%,0.0%
16,May,30,Wednesday,07:00,EUR,German HICP (m/m),low,0.3%,-0.1%
17,May,30,Wednesday,07:00,EUR,German CPI (y/y),med,1.9%,1.6%
18,May,30,Wednesday,07:00,EUR,German HICP (y/y),low,1.8%,1.4%
19,May,30,Wednesday,07:15,USD,ADP National Employment Report,high,190.0k,163.0k*
20,May,30,Wednesday,07:30,USD,Wholesale Inventories (m/m),low,0.5%,0.4%*
21,May,30,Wednesday,07:30,CAD,Industrial PPI (m/m),low,0.6%,0.9%*
22,May,30,Wednesday,07:30,CAD,Raw Materials Price Index (m/m),low,,2.1%
23,May,30,Wednesday,07:30,USD,Advance Goods Trade Balance,med,-71.0B,-68.3B*
24,May,30,Wednesday,07:30,USD,GDP Annualized (q/q ann),med,2.3%,2.3%
25,May,30,Wednesday,07:30,USD,Core Personal Consumption Expenditure (q/q ann),med,2.5%,2.5%
26,May,30,Wednesday,09:00,CAD,BoC Rate,high,1.25,1.25
27,May,30,Wednesday,18:01,GBP,GfK Consumer Confidence,low,-8.0,-9.0
28,May,30,Wednesday,18:50,JPY,Industrial Production (m/m),med,1.4%,1.4%
29,May,30,Wednesday,18:50,JPY,Industrial Production (y/y),med,3.6%,2.4%
30,May,30,Wednesday,20:00,CNY,Chinese Manufacturing PMI,high,51.4,51.4
31,May,30,Wednesday,20:30,AUD,Private Sector Credit (m/m),low,0.4%,0.5%
32,May,30,Wednesday,20:30,AUD,Private Capital Expenditure (q/q),med,1.0%,0.2%*
0,May,31,Thursday,00:00,JPY,Housing Starts YoY,med,0.9M,0.9M*
1,May,31,Thursday,00:00,JPY,Construction Orders (y/y),low,,-4.0%
2,May,31,Thursday,00:00,JPY,Housing Starts (y/y),med,-8.9%,-8.3%
3,May,31,Thursday,00:45,CHF,GDP (q/q),low,0.5%,0.6%
4,May,31,Thursday,00:45,CHF,GDP (y/y),low,2.3%,1.9%
5,May,31,Thursday,01:00,GBP,Nationwide Housing Prices MoM (m/m),low,,0.1%*
6,May,31,Thursday,01:00,GBP,Nationwide Housing Prices YoY (y/y),low,,2.6%
7,May,31,Thursday,01:45,EUR,French CPI (m/m),low,0.2%,0.2%
8,May,31,Thursday,01:45,EUR,French HICP (m/m),low,0.3%,0.2%
9,May,31,Thursday,01:45,EUR,French HICP (y/y),low,2.1%,1.8%
10,May,31,Thursday,01:45,EUR,French CPI (y/y),low,1.8%,1.6%
11,May,31,Thursday,02:15,CHF,Retail Sales (y/y),med,,-1.1%*
12,May,31,Thursday,03:30,GBP,BoE - Net Consumer Credit,med,1.3B,0.4B*
13,May,31,Thursday,03:30,GBP,BOE - Secured Lending,med,3.9B,4.0B
14,May,31,Thursday,03:30,GBP,BoE - Mortgage Approvals,med,63.5k,62.8k*
15,May,31,Thursday,03:30,GBP,M4 Money Supply (y/y),low,,2.2%
16,May,31,Thursday,04:00,EUR,Unemployment Rate,med,8.4%,8.6%*
17,May,31,Thursday,04:00,EUR,Core CPI (y/y),med,1.0%,0.7%
18,May,31,Thursday,07:30,CAD,GDP (m/m),high,0.3%,0.4%
19,May,31,Thursday,07:30,USD,Unemployment Claims,med,228.0k,234.0k
20,May,31,Thursday,07:30,USD,Personal Spending (m/m),med,0.4%,0.5%*
21,May,31,Thursday,07:30,USD,Personal Income (m/m),med,0.3%,0.2%*
22,May,31,Thursday,07:30,USD,Core PCE Price Index (m/m),med,0.1%,0.2%
23,May,31,Thursday,07:30,CAD,GDP (Quarterly Annualized) (q/q ann),med,1.8%,1.7%
24,May,31,Thursday,08:45,USD,Chicago PMI,med,58.3,57.6
25,May,31,Thursday,09:00,USD,Pending Home Sales (m/m),med,0.4%,0.6%*
26,May,31,Thursday,18:50,JPY,Capital Spending (y/y),med,3.1%,4.3%
27,May,31,Thursday,20:45,CNY,Chinese Caixin Manufacturing PMI,low,51.2,51.1
0,Jun,1,Friday,00:00,JPY,Vehicle Sales (y/y),low,,
1,Jun,1,Friday,02:30,CHF,Manufacturing PMI,low,62.5,63.6
2,Jun,1,Friday,02:50,EUR,French Manufacturing PMI,low,55.1,55.1
3,Jun,1,Friday,02:55,EUR,German Manufacturing PMI,med,56.8,56.8
4,Jun,1,Friday,03:00,EUR,Manufacturing PMI,med,55.5,55.5
5,Jun,1,Friday,03:30,GBP,Manufacturing PMI,med,53.5,53.9
6,Jun,1,Friday,07:30,USD,Unemployment Rate,high,3.9%,3.9%
7,Jun,1,Friday,07:30,USD,Average Hourly Earnings (m/m),high,0.2%,0.1%
8,Jun,1,Friday,07:30,USD,Nonfarm Payrolls,high,190.0k,159.0k*
9,Jun,1,Friday,07:30,USD,Private Payrolls,high,190.0k,162.0k*
10,Jun,1,Friday,08:45,USD,Manufacturing PMI,low,56.6,56.6
11,Jun,1,Friday,09:00,USD,Construction Spending (m/m),med,0.8%,-1.7%
12,Jun,1,Friday,09:00,USD,ISM Manufacturing,high,58.2,57.3
0,May,20,Sunday,17:45,NZD,International Travel and Migration,low,,"5,480.0"
1,May,20,Sunday,18:01,GBP,House Price Index (m/m),med,,0.4%
2,May,20,Sunday,18:01,GBP,House Price Index (y/y),med,,1.6%
3,May,20,Sunday,18:50,JPY,Exports,med,8.7%,2.1%
4,May,20,Sunday,18:50,JPY,Imports,med,9.8%,-0.6%
5,May,20,Sunday,18:50,JPY,Trade Balance,med,114.9B,170.0B*
6,May,20,Sunday,18:50,JPY,Trade Balance,med,440.0B,797.0B*
0,May,22,Tuesday,03:30,GBP,Public Finances (PSNCR),med,,1.3B*
1,May,22,Tuesday,03:30,GBP,GBP Public Sector Net Borrowing,med,8.5B,0.8B*
2,May,22,Tuesday,03:30,GBP,Public Sector Net Borrowing,med,7.1k,-0.8k*
3,May,22,Tuesday,05:00,GBP,CBI Industrial Trends Orders,med,2.0%,4.0%
4,May,22,Tuesday,07:30,CAD,Wholesale Sales (m/m),low,0.9%,-0.4%*
5,May,22,Tuesday,20:00,AUD,Internet Vacancy Index (m/m),low,,0.0%*
6,May,22,Tuesday,20:30,AUD,Construction Work Done (q/q),high,1.3%,-18.3%*
7,May,22,Tuesday,23:30,JPY,All Industry Activity Index (m/m),low,0.1%,0.4%
0,May,23,Wednesday,00:30,JPY,Tokyo Department Store Sales (y/y),med,,0.1%
1,May,23,Wednesday,02:00,EUR,French Services PMI,low,57.2,57.4
2,May,23,Wednesday,02:00,EUR,French Manufacturing PMI,low,53.7,53.8
3,May,23,Wednesday,02:30,EUR,German Services PMI,med,53.0,53.0
4,May,23,Wednesday,02:30,EUR,German Manufacturing PMI,med,57.9,58.1
5,May,23,Wednesday,03:00,EUR,Composite PMI,low,55.1,55.1
6,May,23,Wednesday,03:00,EUR,Services PMI,med,54.7,54.7
7,May,23,Wednesday,03:00,EUR,Manufacturing PMI,med,56.1,56.2
8,May,23,Wednesday,03:30,GBP,Input Prices (nsa) (m/m),med,1.0%,0.1%*
9,May,23,Wednesday,03:30,GBP,PPI Output (m/m),low,0.2%,0.3%*
10,May,23,Wednesday,03:30,GBP,CPI (m/m),high,0.5%,0.1%
11,May,23,Wednesday,03:30,GBP,CPI (y/y),high,2.5%,2.5%
12,May,23,Wednesday,03:30,GBP,Input Prices (nsa) (y/y),med,5.9%,4.4%*
13,May,23,Wednesday,03:30,GBP,PPI Output YoY (y/y),low,2.3%,2.7%*
14,May,23,Wednesday,05:00,GBP,CBI Distributive Trades,med,,6.0%
15,May,23,Wednesday,08:45,USD,Manufacturing PMI,low,56.5,56.5
16,May,23,Wednesday,09:00,EUR,Consumer Confidence,med,0.5,0.3*
17,May,23,Wednesday,09:00,USD,New Home Sales,med,679.0k,672.0k*
18,May,23,Wednesday,17:45,NZD,Trade Balance,med,"-3,770.0M","-3,421.0M"
0,May,24,Thursday,00:00,JPY,Leading Indicators Index,low,,105.0
1,May,24,Thursday,01:00,EUR,German GFK Consumer Sentiment,med,10.8,10.8
2,May,24,Thursday,01:00,EUR,German GDP (sa) (q/q),med,0.3%,0.3%
3,May,24,Thursday,01:00,EUR,German GDP w.d.a. (y/y),med,2.3%,2.3%
4,May,24,Thursday,01:45,EUR,French Business Survey,med,108.0,109.0
5,May,24,Thursday,03:30,GBP,Core Retail Sales (m/m),high,0.5%,-0.5%
6,May,24,Thursday,03:30,GBP,Retail Sales (m/m),high,0.9%,-1.1%*
7,May,24,Thursday,03:30,GBP,Core Retail Sales (y/y),high,0.2%,1.3%*
8,May,24,Thursday,03:30,GBP,Retail Sales (y/y),high,0.3%,1.3%*
9,May,24,Thursday,07:30,USD,Unemployment Claims,med,220.0k,223.0k*
10,May,24,Thursday,08:00,USD,FHFA House Price Index (m/m),med,0.6%,0.6%
11,May,24,Thursday,09:00,USD,Existing Home Sales MoM,med,5.55M,5.6M
12,May,24,Thursday,18:30,JPY,Core CPI (y/y),med,0.5%,0.5%
0,May,25,Friday,01:45,EUR,French Consumer Confidence,low,,100.0*
1,May,25,Friday,03:00,EUR,German IFO Expectations,high,98.5,98.7
2,May,25,Friday,03:00,EUR,German IFO Current Conditions,high,105.5,105.7
3,May,25,Friday,03:00,EUR,German IFO Business Climate,high,102.0,102.1
4,May,25,Friday,03:30,GBP,Total Business Investment (q/q),med,,0.3%
5,May,25,Friday,03:30,GBP,Index of Services (q/q),med,0.3%,0.5%*
6,May,25,Friday,03:30,GBP,Index of Services (m/m),med,0.1%,-0.3%*
7,May,25,Friday,03:30,GBP,GDP (q/q),high,0.1%,0.1%
8,May,25,Friday,03:30,GBP,GDP (y/y),high,1.2%,1.2%
9,May,25,Friday,07:30,USD,Durables Ex Transportation,med,0.5%,0.4%*
10,May,25,Friday,07:30,USD,Durable Goods Orders,med,-1.3%,2.7%*
11,May,25,Friday,09:00,USD,UoM Consumer Sentiment Index,high,98.8,98.8
0,May,13,Sunday,18:50,JPY,PPI (y/y),med,2.0%,2.1%
0,May,14,Monday,01:30,EUR,French BoF Business Sentiment,med,,103.0
1,May,14,Monday,21:00,CNY,Chinese Retail Sales,med,10.1%,10.1%
2,May,14,Monday,23:30,JPY,Tertiary Industry Activity Index (m/m),low,-0.2%,0.0%
0,May,15,Tuesday,All Day,CNY,Chinese M2 Money Supply (y/y),med,8.5%,8.2%
1,May,15,Tuesday,All Day,CNY,Chinese New Loans,med,"1,100.0B","1,120.0B"
2,May,15,Tuesday,All Day,CNY,Chinese Aggregate Financing,med,"1,350.0B","1,332.3B*"
3,May,15,Tuesday,01:00,EUR,German GDP (sa) (q/q),med,0.4%,0.6%
4,May,15,Tuesday,01:00,EUR,German GDP w.d.a. (y/y),med,2.4%,2.9%
5,May,15,Tuesday,01:45,EUR,French HICP (m/m),low,0.1%,0.1%
6,May,15,Tuesday,01:45,EUR,French CPI (m/m),low,0.1%,0.1%
7,May,15,Tuesday,01:45,EUR,French HICP (y/y),low,1.8%,1.8%
8,May,15,Tuesday,01:45,EUR,French CPI (y/y),low,1.6%,1.6%
9,May,15,Tuesday,02:15,CHF,Producer & Import prices (m/m),med,,-0.2%
10,May,15,Tuesday,02:15,CHF,Producer & Import prices (y/y),med,,2.0%
11,May,15,Tuesday,03:30,GBP,Claimant Count Change Rate,med,,2.4%
12,May,15,Tuesday,03:30,GBP,Unemployment Rate,med,4.2%,4.2%
13,May,15,Tuesday,03:30,GBP,Average Earnings Index (3m y/y),med,2.6%,2.8%
14,May,15,Tuesday,03:30,GBP,Claimant Count Change,med,,15.7k*
15,May,15,Tuesday,04:00,EUR,GDP (SA) (q/q),high,0.4%,0.4%
16,May,15,Tuesday,04:00,EUR,GDP (SA) (y/y),high,2.5%,2.5%
17,May,15,Tuesday,04:00,EUR,Industrial Production (y/y),med,3.7%,2.9%
18,May,15,Tuesday,04:00,EUR,ZEW (Economic Sentiment),high,,1.9
19,May,15,Tuesday,04:00,EUR,German ZEW (Current Conditions),med,85.5,87.9
20,May,15,Tuesday,04:00,EUR,German ZEW (Economic Sentiment),med,-8.2,-8.2
21,May,15,Tuesday,07:30,USD,Retail Sales (ex Autos) (m/m),high,0.5%,0.4%*
22,May,15,Tuesday,07:30,USD,Retail Sales (m/m),high,0.3%,0.8%*
23,May,15,Tuesday,07:30,USD,Empire State Survey,med,15.0,15.8
24,May,15,Tuesday,09:00,USD,Business Inventories,med,0.1%,0.6%
25,May,15,Tuesday,09:00,USD,NAHB Builders survey,low,70.0,68.0*
26,May,15,Tuesday,15:00,USD,TIC Net Long-Term Transactions,low,,49.0B
27,May,15,Tuesday,20:30,AUD,Wage Price Index (q/q),med,0.6%,0.5%*
28,May,15,Tuesday,20:30,AUD,Wage Price Index (y/y),high,2.1%,2.1%
29,May,15,Tuesday,23:30,JPY,Capacity Utilization Rate (m/m),low,,3.3%*
30,May,15,Tuesday,23:30,JPY,Industrial Production (m/m),med,,1.2%
31,May,15,Tuesday,23:30,JPY,Industrial Production (y/y),med,,2.2%
0,May,16,Wednesday,01:00,EUR,German CPI (m/m),med,0.0%,0.0%
1,May,16,Wednesday,01:00,EUR,German HICP (m/m),low,-0.1%,-0.1%
2,May,16,Wednesday,01:00,EUR,German CPI (y/y),med,1.6%,1.6%
3,May,16,Wednesday,01:00,EUR,German HICP (y/y),low,1.4%,1.4%
4,May,16,Wednesday,04:00,EUR,CPI (m/m),med,0.3%,1.0%
5,May,16,Wednesday,04:00,EUR,CPI (y/y),med,1.2%,1.3%
6,May,16,Wednesday,04:00,EUR,Core CPI (y/y),med,,0.7%
7,May,16,Wednesday,07:30,CAD,Manufacturing Sales (m/m),med,1.0%,2.7%*
8,May,16,Wednesday,07:30,USD,Building Permits,med,"1,350.0k","1,377.0k*"
9,May,16,Wednesday,07:30,USD,Housing Starts,med,"1,310.0k","1,336.0k*"
10,May,16,Wednesday,08:15,USD,Capacity Utilization,med,78.4%,77.6%*
11,May,16,Wednesday,08:15,USD,Industrial Production (m/m),med,0.6%,0.7%*
12,May,16,Wednesday,18:50,JPY,Key Machinery Orders (m/m),med,-3.0%,2.1%
13,May,16,Wednesday,18:50,JPY,Key Machinery Orders (y/y),med,-0.3%,2.4%
14,May,16,Wednesday,20:30,AUD,Participation Rate,med,65.5%,65.5%
15,May,16,Wednesday,20:30,AUD,Unemployment Rate,high,5.5%,5.5%
16,May,16,Wednesday,20:30,AUD,Employment Change,high,20.0,4.9
0,May,17,Thursday,07:30,USD,Unemployment Claims,med,215.0k,211.0k
1,May,17,Thursday,07:30,USD,Philadelphia Fed Survey,med,21.0,23.2
2,May,17,Thursday,09:00,USD,CB Leading Index (m/m),low,0.4%,0.3%
3,May,17,Thursday,18:30,JPY,CPI Core (Nation) (y/y),med,0.7%,1.1%
0,May,18,Friday,01:00,EUR,German Wholesale Price Index (m/m),low,,0.0%
1,May,18,Friday,01:00,EUR,German Wholesale Price Index (y/y),low,,1.2%
2,May,18,Friday,01:00,EUR,German PPI (m/m),low,0.3%,0.1%
3,May,18,Friday,01:00,EUR,German PPI (y/y),low,1.8%,1.9%
4,May,18,Friday,03:00,EUR,Current Account (nsa),low,,24.2B*
5,May,18,Friday,03:00,EUR,Current Account,low,,36.8B*
6,May,18,Friday,04:00,EUR,Trade Balance (nsa),med,,18.9B
7,May,18,Friday,04:00,EUR,Trade Balance,low,21.0B,21.0B
8,May,18,Friday,07:30,CAD,CPI (m/m),high,0.3%,0.3%
9,May,18,Friday,07:30,CAD,Retail Sales (m/m),high,0.3%,0.5%*
10,May,18,Friday,07:30,CAD,Core Retail Sales (m/m),high,0.5%,0.0%
11,May,18,Friday,07:30,CAD,CPI (y/y),high,2.3%,2.3%
0,May,6,Sunday,20:30,AUD,NAB Business Confidence,med,,8.0*
1,May,6,Sunday,20:30,AUD,ANZ Job Ads (m/m),med,,-0.1%*
0,May,7,Monday,01:00,EUR,German Factory orders (sa) (m/m),med,0.5%,-0.2%*
1,May,7,Monday,01:00,EUR,German Factory orders (nsa) (y/y),med,5.0%,3.0%*
2,May,7,Monday,02:15,CHF,HICP (m/m),low,,0.3%
3,May,7,Monday,02:15,CHF,CPI (m/m),low,,0.4%
4,May,7,Monday,02:15,CHF,HICP (y/y),med,,0.7%
5,May,7,Monday,02:15,CHF,CPI (y/y),med,,0.8%
6,May,7,Monday,03:30,EUR,Sentix Investor Confidence,med,22.4,19.6
7,May,7,Monday,14:00,USD,Consumer Credit,low,16.0B,13.64B*
8,May,7,Monday,18:00,CNY,Chinese Trade Balance,med,25.7B,-4.98B
9,May,7,Monday,18:30,JPY,Real Household Spending (y/y),low,1.1%,-0.9%*
10,May,7,Monday,20:30,AUD,Retail Trade (m/m),high,0.2%,0.6%
0,May,8,Tuesday,00:45,CHF,Unemployment Rate,low,,2.9%
1,May,8,Tuesday,01:00,EUR,German Industrial Production (m/m),med,0.9%,-1.7%*
2,May,8,Tuesday,01:00,EUR,German Industrial Production (y/y),med,3.0%,2.2%*
3,May,8,Tuesday,01:00,EUR,German Current Account (nsa),low,,20.7B
4,May,8,Tuesday,01:00,EUR,German Trade Balance,low,23.1B,18.5B*
5,May,8,Tuesday,02:30,GBP,Halifax House Price Index (3m y/y),low,,2.7%
6,May,8,Tuesday,02:30,GBP,Halifax House Price Index (m/m),low,,1.5%
7,May,8,Tuesday,05:00,USD,NFIB Small Business Optimism Index,med,104.5,104.7
8,May,8,Tuesday,17:45,NZD,Electronic Card Retail Sales (m/m),low,0.0%,1.5%*
9,May,8,Tuesday,19:30,AUD,Westpac Consumer Confidence (m/m),med,,-0.6%
0,May,9,Wednesday,00:00,JPY,Leading Indicators Index,low,105.1,105.9*
1,May,9,Wednesday,01:45,EUR,French Industrial Production (m/m),med,0.4%,1.1%*
2,May,9,Wednesday,01:45,EUR,French Manufacturing Production (m/m),med,0.9%,-0.5%*
3,May,9,Wednesday,01:45,EUR,French Industrial Production (y/y),med,2.8%,3.8%*
4,May,9,Wednesday,01:45,EUR,French Manufacturing Production (y/y),med,2.1%,2.3%*
5,May,9,Wednesday,07:30,CAD,Building Permits (m/m),med,2.2%,-2.8%*
6,May,9,Wednesday,07:30,USD,PPI (m/m),high,0.2%,0.3%
7,May,9,Wednesday,07:30,USD,Core PPI (m/m),med,0.2%,0.3%
8,May,9,Wednesday,09:00,USD,Wholesale Inventories (m/m),low,0.5%,0.5%
9,May,9,Wednesday,16:00,NZD,RBNZ Cash Rate Target,med,1.75%,1.75%
10,May,9,Wednesday,18:01,GBP,RICS Housing Survey,med,-1.0%,0.0%
11,May,9,Wednesday,18:50,JPY,Bank Lending Data (Ex trusts) (y/y),low,1.9%,1.9%
12,May,9,Wednesday,18:50,JPY,BoP Current Account Balance,med,"2,899.0B","2,076.0B"
13,May,9,Wednesday,20:30,CNY,Chinese CPI (y/y),med,1.9%,2.1%
14,May,9,Wednesday,20:30,CNY,Chinese PPI (y/y),med,3.4%,3.1%
0,May,10,Thursday,00:00,JPY,Economy Watchers Survey,med,49.0,48.9
1,May,10,Thursday,03:30,GBP,Construction Output (sa) (m/m),med,-2.3%,-1.0%*
2,May,10,Thursday,03:30,GBP,Industrial Production (y/y),med,3.1%,2.1%*
3,May,10,Thursday,03:30,GBP,Construction Output (sa) (y/y),med,-5.7%,-1.8%*
4,May,10,Thursday,03:30,GBP,Manufacturing Production (y/y),high,2.9%,2.5%
5,May,10,Thursday,03:30,GBP,Industrial Production (m/m),med,0.2%,0.1%
6,May,10,Thursday,03:30,GBP,Manufacturing Production (m/m),med,-0.2%,-0.2%
7,May,10,Thursday,03:30,GBP,Visible Trade Balance,med,-11.3B,-10.41B*
8,May,10,Thursday,03:30,GBP,Trade Balance (Non-EU),med,-2.35B,-2.24B*
9,May,10,Thursday,06:00,GBP,NIESR GDP Est. (q/q),med,,0.2%
10,May,10,Thursday,06:00,GBP,BoE Bank Rate,high,0.5%,0.5%
11,May,10,Thursday,06:00,GBP,Asset Purchase Facility,high,435.0B,435.0B
12,May,10,Thursday,07:30,CAD,House Price Index (m/m),low,0.0%,-0.2%
13,May,10,Thursday,07:30,USD,Unemployment Claims,med,219.0k,211.0k
14,May,10,Thursday,07:30,USD,CPI (m/m),high,0.3%,-0.1%
15,May,10,Thursday,07:30,USD,Core CPI (m/m),high,0.2%,0.2%
16,May,10,Thursday,13:00,USD,Federal Budget Balance,low,215.0B,-208.7B
17,May,10,Thursday,17:45,NZD,Food Price Index (m/m),med,,1.0%
18,May,10,Thursday,18:50,JPY,M2 Money Supply (y/y),med,3.2%,3.2%
19,May,10,Thursday,20:30,AUD,Housing Finance (m/m),med,,0.5%
20,May,10,Thursday,20:30,AUD,Lending Finance (m/m),med,-1.8%,-0.2%
0,May,11,Friday,07:30,CAD,Unemployment Rate,high,5.8%,5.8%
1,May,11,Friday,09:00,USD,UoM Consumer Sentiment Index,high,98.3,98.8
0,Apr,29,Sunday,20:00,AUD,TD-MI Inflation Gauge (m/m),med,,0.1%
1,Apr,29,Sunday,20:00,CNY,Chinese Manufacturing PMI,high,51.3,51.5
2,Apr,29,Sunday,20:30,AUD,Private Sector Credit (m/m),low,0.4%,0.4%
0,Apr,30,Monday,01:00,EUR,German Retail Sales MoM (m/m),med,0.8%,-0.2%*
1,Apr,30,Monday,01:00,EUR,German Retail Sales YoY (y/y),med,1.2%,1.3%
2,Apr,30,Monday,02:00,CHF,KOF leading indicator,med,106.0,105.1*
3,Apr,30,Monday,03:00,EUR,M3 Money Supply (y/y),med,4.0%,4.2%
4,Apr,30,Monday,07:00,EUR,German HICP (m/m),low,-0.1%,0.4%
5,Apr,30,Monday,07:00,EUR,German CPI (m/m),med,-0.1%,0.4%
6,Apr,30,Monday,07:00,EUR,German CPI (y/y),med,1.5%,1.6%
